Pathological_type,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Pancreatic,Rectal,Rectal,Rectal,Rectal,Rectal,Rectal
hsa-miR-33a(1),-15.16073952,-13.85903397,-15.95887592,-14.2283571,-14.23112885,-15.0440433,-12.73039542,-10.91928484,-11.68840411,-10.91819564,-10.10737194,-10.40756564,-10.4260964,-10.61900322,-10.15786888,-12.71357211,-11.52597607,-10.55660736,-8.928144123,-11.16866171,-12.51770374,-10.54447103,-10.92342571,-10.19188245,-11.10093928
hsa-miR-489(1),-16.42060665,-20.29930035,-16.69278171,-29.89735285,-19.93156857,-19.13248126,-21.34660607,-29.89735285,-10.67329699,-29.89735285,-29.89735285,-29.89735285,-13.58461168,-16.99422418,-19.70506004,-29.89735285,-21.60273211,-29.89735285,-14.03190954,-15.68364106,-29.89735285,-14.63878682,-19.52014232,-17.53650577,-18.46168259
hsa-miR-216b(1),-15.73779683,-9.607839358,-17.27850855,-7.927137755,-6.448195391,-8.302647829,-8.472939981,-29.89735285,-16.25349666,-7.281653179,-18.02467797,-7.564724565,-17.97551192,-8.084150595,-17.61832272,-29.89735285,-9.010289947,-29.89735285,-12.91303454,-10.03219956,-10.86213223,-19.27164401,-19.52014232,-29.89735285,-12.73167051
hsa-miR-887(1),-16.93156857,-15.71433785,-16.47213695,-14.24506804,-16.6775793,-14.32275933,-16.59528518,-12.33432048,-15.25914323,-29.89735285,-16.49860916,-14.85261723,-17.97551192,-15.40800661,-16.31098216,-16.84071514,-18.1702833,-14.38005255,-15.19280073,-16.8238807,-17.5039624,-15.85261723,-18.93880014,-16.3586789,-18.46168259
hsa-miR-7(3),-2.8513705,-3.617702762,-3.128820377,-3.38027081,-7.553448235,-3.964240008,-2.056167943,-3.776066825,-5.729075852,-5.632473409,-3.291128507,-7.170110833,-4.782163591,-7.640897085,-5.257511119,-3.540434019,-4.347306835,-5.534490147,-6.418279424,-4.399969685,-4.694740138,-8.507380756,-6.112891334,-5.50312955,-4.850671199
hsa-miR-1180(1),-11.42837489,-13.31980601,-10.87692898,-11.96465942,-14.99610882,-11.62378033,-12.85879818,-9.275427983,-12.21386473,-12.66069394,-10.48439234,-12.7163171,-8.684521653,-12.99404762,-11.29291545,-11.62183303,-14.62414004,-10.03526039,-12.2279072,-12.51173476,-11.88453193,-10.99597328,-11.73077783,-10.68734509,-11.08890395
hsa-miR-151-3p(1),-8.913007414,-8.893374538,-8.140176919,-8.830533122,-9.320672919,-8.603583182,-10.55466397,-8.709831024,-8.857380267,-8.122733069,-7.971732861,-9.468390607,-9.18568084,-9.645315781,-9.021614,-7.303214852,-8.68701326,-8.932574862,-8.153442557,-8.56411341,-9.073956846,-9.551121574,-10.17757468,-9.881126731,-8.215226228
hsa-miR-484(1),-11.04126477,-10.60290037,-10.24438537,-10.13325717,-11.37063585,-10.45893662,-12.24597877,-11.45985272,-10.66580352,-11.17131435,-10.29247391,-11.10966069,-10.69144031,-11.90657855,-11.37121281,-11.78578923,-10.08326018,-11.50656673,-9.645883157,-10.83912061,-11.66311078,-11.58746355,-10.91601692,-11.09897598,-11.71475482
hsa-miR-129-2-3p(1),-13.554792,-13.01550998,-6.712706442,-10.2234555,-14.76565663,-9.682509648,-10.20940143,-13.33463343,-15.08858974,-13.7757384,-8.739076011,-11.50332566,-11.90003001,-13.53410784,-11.15618216,-7.786587286,-17.92437307,-7.450298391,-14.63144484,-15.97737226,-12.96579583,-13.78793026,-14.23947619,-14.88717445,-11.61410169
hsa-miR-101(2),-10.32248959,-8.111920342,-10.14852615,-8.839421268,-7.8232506,-9.811050735,-9.275849136,-5.17781723,-5.422406878,-5.412040793,-4.986034522,-5.92900879,-5.569841326,-5.390881098,-5.393933003,-5.809279341,-5.10363168,-6.153820931,-6.947252655,-5.732842383,-7.070341085,-6.485618965,-6.44171647,-6.505218236,-6.061514271
hsa-miR-660(1),-12.64723952,-12.00951942,-13.34660607,-12.00045878,-11.65610051,-13.01065602,-11.31046543,-10.21884384,-11.33939561,-11.93487477,-10.76574705,-11.22155429,-9.884086073,-10.88551958,-9.68450622,-10.64712615,-11.3942259,-9.523055186,-11.20175752,-10.75076429,-13.96578428,-10.34775053,-13.11580103,-10.74061303,-12.47659487
hsa-miR-20a(1),-13.01790123,-11.38119886,-10.67912311,-9.981248888,-9.527108185,-9.695309164,-10.22588953,-12.33432048,-12.26957675,-11.09435064,-10.79387294,-11.63132585,-11.73843751,-11.051529,-11.63492304,-12.25575264,-11.74003553,-12.23807464,-13.04629927,-8.946186974,-12.24324831,-9.618239945,-12.47987115,-11.53397094,-12.41426925
hsa-miR-153(2),-12.11862118,-11.80399203,-11.01571309,-11.29723305,-13.04870546,-11.73299093,-9.670316325,-8.615503741,-10.38789483,-11.38385656,-9.515713798,-11.85382353,-9.040205587,-11.70864329,-9.451933794,-7.351057482,-11.34580229,-8.531370092,-12.54106424,-9.048787217,-10.56667446,-10.24272382,-12.10313374,-10.49597956,-10.9597434
hsa-miR-450a(2),-14.58107132,-14.50530381,-29.89735285,-18.63878682,-16.92437307,-16.67003775,-17.20473735,-29.89735285,-14.93608405,-14.03917754,-15.32275933,-17.17668107,-13.06994812,-16.99422418,-14.10629174,-15.68364106,-16.00556915,-15.96809445,-14.67984948,-15.68364106,-15.68364106,-19.27164401,-19.52014232,-18.67455795,-16.20910254
hsa-miR-150(1),-13.73779683,-12.61669081,-14.57753963,-9.54036795,-12.67729578,-11.55973966,-13.54096966,-14.91810631,-14.79816944,-13.55305695,-13.2840238,-11.65218549,-14.16868828,-11.21268298,-10.93647417,-14.62414004,-11.48347292,-12.96600359,-10.95246639,-9.889340117,-12.15708457,-13.00203792,-16.71744376,-13.26890731,-15.7066022
hsa-miR-132(1),-12.58509916,-10.69139021,-10.75817126,-8.563276018,-12.97686043,-10.40507911,-7.393641616,-11.21884555,-8.991473045,-11.33877145,-9.400236824,-9.644367572,-8.309731889,-10.82411869,-7.919420701,-11.03611143,-11.73745689,-9.047134725,-12.46652465,-9.938927581,-11.27346779,-9.950409467,-9.96009399,-8.380272222,-10.82115312
hsa-miR-339-3p(1),-11.83937699,-12.54883216,-10.50962368,-11.91598626,-11.56767475,-11.78974242,-12.14942215,-9.919284843,-11.00087262,-11.27367494,-11.02689782,-11.00582426,-9.767390715,-11.70864329,-11.29185887,-10.29762884,-12.31271326,-11.05910607,-11.45103684,-12.15347829,-13.04433577,-11.49975342,-11.62432677,-11.24527816,-11.84488032
hsa-miR-146a(1),-10.84999459,-10.78951003,-12.85995605,-9.721204059,-11.1981566,-9.991321051,-11.84314602,-12.33432048,-11.05858902,-12.19121437,-12.81847238,-11.83589728,-14.33165573,-11.67211717,-12.9078253,-13.20337593,-12.07258674,-11.83671497,-10.90598325,-10.17679462,-10.5353213,-11.2273502,-14.82304411,-13.39396188,-11.83205769
hsa-miR-500a(1),-13.26791085,-14.13196315,-14.39551567,-13.56000971,-13.82723191,-12.09892535,-13.74372166,-13.92034131,-14.40174762,-14.27335709,-13.8462289,-13.92706718,-12.15666294,-13.60244497,-12.60088469,-12.31134874,-14.22559067,-11.60844624,-12.47171896,-13.13845301,-13.88936201,-14.62414004,-15.66853416,-13.56175315,-14.07607713
hsa-miR-497(1),-12.07526755,-9.07995303,-12.59130897,-9.898991059,-9.472469998,-10.93237749,-10.75839365,-10.49301996,-8.172123912,-8.939073445,-9.891705006,-7.942129718,-10.46904789,-8.297076036,-8.083777531,-11.21536987,-12.34509654,-9.381035319,-8.913921506,-9.108851963,-11.48139657,-8.080824612,-11.64561157,-10.84200156,-10.99811101
hsa-miR-193b(1),-14.42694818,-12.19756354,-12.85153988,-13.03717519,-10.21441997,-13.70274988,-12.2011324,-29.89735285,-13.55826837,-12.45424743,-14.04892552,-11.7163171,-29.89735285,-10.70864087,-12.49847559,-16.34660607,-14.13196315,-12.05910915,-13.14251753,-12.47824031,-14.60603824,-13.31833161,-17.35625624,-15.78589111,-15.87845723
hsa-miR-483-3p(1),-13.17853907,-13.0633016,-8.754246834,-13.40800661,-16.6775793,-15.87845723,-8.709713837,-29.89735285,-29.89735285,-16.3586789,-21.02698813,-17.17668107,-29.89735285,-16.99422418,-16.8475043,-29.89735285,-10.40941864,-29.89735285,-19.58674007,-18.14497221,-17.39800522,-29.89735285,-16.61832272,-19.41555342,-29.89735285
hsa-miR-328(1),-10.28633346,-10.75376536,-9.238889434,-9.839421929,-13.00636428,-9.626762092,-10.51929724,-10.01239387,-11.14973678,-10.85334303,-10.30952773,-11.19846849,-10.46904789,-11.2661225,-11.34903515,-11.97661039,-12.44130331,-10.75654555,-9.678572065,-10.65810163,-10.7073522,-10.80129404,-10.4631502,-9.84137012,-10.06405506
hsa-miR-1(2),-12.24371003,-12.59039225,-16.27621674,-11.82972943,-15.31098216,-8.300528876,-13.22510709,-29.89735285,-13.67418073,-15.3586789,-16.22007366,-12.08828816,-29.89735285,-15.99610882,-14.1216397,-7.839382608,-14.92257979,-29.89735285,-19.58674007,-10.30149806,-11.34312001,-12.83960434,-16.13455559,-15.32275933,-11.86840542
hsa-miR-210(1),-11.74199107,-13.10321625,-11.29481346,-10.47469262,-12.08602207,-10.39488424,-11.22748164,-13.33463343,-5.670013808,-12.00358325,-11.63962894,-11.50332566,-7.557936669,-11.99404173,-13.2625418,-12.53558038,-11.48424974,-10.44243712,-9.522067314,-11.13099218,-11.96341444,-11.27538328,-10.85985952,-10.35026252,-11.38277363
hsa-miR-26a(2),-6.489545448,-5.181162944,-5.775846923,-5.163577675,-4.352955351,-6.139962946,-5.324951514,-5.385292643,-5.360603545,-5.599171252,-5.526276634,-5.995429955,-5.852185791,-5.624806357,-5.957415545,-5.483161327,-5.487348188,-6.419759592,-6.281632976,-4.697983006,-6.495068086,-5.346402206,-6.50792291,-6.080668962,-6.32735845
hsa-miR-30e(1),-8.282047862,-8.442609274,-8.513766149,-8.44725821,-6.260584543,-8.392346254,-9.232166161,-7.198184992,-6.425765449,-6.371034035,-7.317590839,-7.317768517,-8.28684567,-6.810408401,-8.104353704,-6.282176865,-6.977677155,-7.366085394,-7.360104114,-6.47569081,-7.684302937,-7.175254523,-8.823672815,-7.953024695,-6.777747561
hsa-miR-144(1),-15.32275933,-12.85925907,-14.57753963,-13.31538734,-12.45355133,-10.16814372,-14.26765473,-29.89735285,-13.08833842,-9.918194247,-13.92706718,-9.583291881,-14.97737226,-9.79437119,-8.433877373,-10.12780553,-14.49527345,-9.083354868,-13.77776323,-11.33858463,-13.17078875,-13.85261723,-16.71744376,-15.0440433,-16.87498504
hsa-miR-501-3p(1),-12.82135151,-14.98671012,-14.44614174,-13.57050208,-14.59528518,-11.82353032,-14.09867856,-11.91928484,-13.93608405,-14.19010158,-12.69233285,-15.58816075,-12.69144509,-14.99610882,-12.68729037,-11.70148567,-14.69890781,-12.15864042,-12.80410037,-13.27969887,-13.54786428,-14.43651304,-16.00556915,-14.09110534,-13.75165948
hsa-miR-92a(2),-8.794861284,-8.390887878,-6.666055195,-7.447258462,-7.27385734,-6.30677357,-8.84761795,-6.805542051,-6.942736745,-7.50522623,-6.066294525,-6.701536422,-6.261954114,-6.387638608,-6.728139195,-7.511407271,-7.845273418,-8.72130148,-7.07775182,-5.88003341,-8.307148683,-8.052627171,-7.327825636,-7.735754393,-8.061471297
hsa-miR-93(1),-10.35236956,-9.669362119,-7.588028887,-8.815309093,-9.566574902,-7.677223434,-8.758872924,-8.246858953,-8.774443993,-8.664170301,-7.329499571,-9.305384993,-8.225299636,-10.0871531,-8.649017564,-8.701183001,-10.25501553,-9.490264583,-9.152920554,-9.023329084,-10.54331875,-7.874673834,-9.432438229,-9.747114694,-9.93897148
hsa-miR-34a(1),-8.247547177,-8.770369278,-8.759155438,-8.53052001,-10.43337356,-8.676837542,-9.106544615,-8.380125611,-9.865942408,-10.29504907,-10.33636518,-10.09893326,-10.10032626,-9.663127158,-9.52154023,-8.848411059,-8.384476427,-8.617270267,-10.20175752,-8.562544926,-11.051921,-8.517925304,-9.987976843,-9.131087629,-9.980820229
hsa-miR-425(1),-11.12229562,-11.29413945,-10.54309917,-11.33787493,-11.45355133,-9.468706435,-10.68486359,-10.59735563,-12.32751949,-12.00358325,-11.14897326,-11.74948712,-10.37692984,-11.94964744,-10.44927689,-11.91666657,-10.63740735,-10.53973427,-9.909504587,-10.62892736,-12.23266253,-11.02843688,-12.51396918,-10.28601461,-12.13316157
hsa-miR-142-5p(1),-13.62231961,-12.89953387,-14.37085361,-10.95058362,-12.73047386,-11.5222625,-14.60964047,-13.33463343,-12.2809835,-11.63321726,-12.66354596,-12.04646404,-13.16948557,-10.99404468,-9.662459427,-12.97952627,-10.76005397,-11.96599782,-12.14251753,-9.623032718,-11.7366,-12.06994812,-16.27621674,-13.62961517,-13.2891558
hsa-miR-190b(1),-12.53203001,-13.20751864,-17.69278171,-14.35262986,-12.45355133,-14.34961482,-16.91008884,-29.89735285,-14.55652914,-17.36110564,-15.7066022,-14.85261723,-13.11886499,-14.18740747,-14.19010158,-13.09500058,-15.4655941,-11.57368232,-14.2283571,-14.4655941,-17.74570202,-12.06116069,-18.20473735,-15.21457767,-17.13663291
hsa-miR-141(1),-7.56493599,-6.293331673,-8.457765426,-7.02340866,-5.198715422,-8.083663243,-7.357812994,-4.919284232,-5.121321698,-5.486156623,-5.625610442,-5.698244142,-4.959281677,-5.211659796,-5.702385569,-4.954273349,-5.083070423,-4.808967105,-5.770446294,-5.111863767,-6.588997435,-5.745769683,-7.007280474,-6.170231139,-4.987835289
hsa-miR-100(1),-9.906923374,-8.5996585,-10.81020342,-8.493380738,-10.27193295,-9.663006686,-11.31486536,-10.21884384,-8.083958374,-8.436325619,-7.609021545,-8.027273025,-10.93244798,-8.126765173,-6.912695892,-10.79796908,-8.416984196,-11.26555766,-7.600509725,-8.752372297,-9.049704388,-8.529705619,-11.18423153,-10.37797575,-8.868301583
hsa-miR-29c(1),-8.010499011,-7.490490278,-8.266874634,-7.379450673,-6.427062754,-8.72215054,-6.900698008,-7.60640115,-7.656489042,-7.604581606,-7.592317031,-7.800340836,-8.169762228,-7.095442451,-8.436919456,-5.75825793,-7.02584688,-7.075217162,-8.88227679,-5.945289462,-7.629355492,-6.612982688,-8.409934271,-7.254055702,-8.044685435
hsa-miR-143(1),-7.197941588,-5.158558283,-8.125523697,-5.732918802,-7.235010009,-6.472833363,-7.599374217,-3.783574926,-2.544524388,-3.686283645,-4.808800095,-2.776137702,-6.08354192,-5.492206585,-3.631187925,-4.708179205,-5.95310424,-4.382445248,-4.393362143,-3.491086302,-3.925329813,-4.488704686,-7.118592105,-6.626473986,-4.716464787
hsa-miR-199a-3p(3),-9.7642947,-6.645645953,-11.79391136,-8.107647686,-7.994117503,-9.893579678,-9.051589475,-7.942004121,-6.522708133,-6.727243652,-7.865932984,-5.24796778,-8.136049983,-5.300992458,-4.084278552,-10.71357695,-9.186235424,-8.095633445,-4.988864851,-8.418869087,-9.034596707,-7.459382406,-9.815250603,-9.334148201,-9.058171368
hsa-miR-17(1),-12.40781845,-11.25290858,-8.675415915,-10.18896608,-9.878326875,-9.477644651,-10.09252229,-10.45985272,-11.35739136,-10.77617603,-10.22458914,-11.13858636,-10.61052214,-11.2661225,-11.20481227,-12.15997346,-13.05154431,-13.57401656,-11.47171896,-9.292008081,-12.49570666,-10.20950392,-11.80010255,-12.10451809,-12.55468784
hsa-miR-222(1),-8.981119111,-7.786378972,-12.92025185,-7.391530399,-9.814742491,-9.033537117,-11.29271638,-6.880365237,-11.05858902,-7.587998631,-6.512378385,-9.400962278,-7.392820665,-9.584652666,-9.411152214,-8.024014261,-11.82183192,-7.470143096,-9.993004888,-7.885021919,-8.92953628,-8.368906374,-9.098930891,-9.574755695,-8.817989822
hsa-miR-129-5p(2),-11.36029754,-11.93364958,-7.179118299,-10.01137354,-14.34060733,-8.570694606,-12.67244676,-8.988546864,-12.47689914,-11.36113979,-8.376008336,-9.482262041,-8.523572736,-13.29349473,-9.244006546,-6.522954086,-13.92034131,-5.245753934,-8.236181051,-14.35565121,-11.60987944,-12.00671451,-10.63950006,-12.65697144,-8.410762321
hsa-miR-582(1),-14.42694818,-14.22282953,-15.27621674,-14.42694818,-14.7737164,-14.04160837,-13.07751057,-13.92034131,-29.89735285,-14.36171296,-14.33761729,-14.36780029,-13.58461168,-15.99610882,-13.51034527,-11.47462693,-14.31098216,-12.26555766,-17.58674007,-17.14497221,-15.20364811,-13.00764689,-15.27621674,-14.39551567,-16.75844114
hsa-miR-342(1),-10.3704525,-9.981353886,-8.143382068,-9.265306391,-11.30867847,-9.799796476,-10.16724929,-12.33432048,-10.05858749,-10.74642801,-8.928773943,-11.62116028,-10.55899077,-11.94964744,-9.800475591,-11.89722628,-11.85298542,-12.15864042,-10.10770459,-10.17152731,-11.88453193,-9.674882207,-12.48628053,-11.7996036,-11.97175206
hsa-miR-15a(1),-11.55335609,-9.540663403,-11.47367883,-9.523340744,-9.59655122,-9.97477571,-9.938222542,-12.01239536,-9.97748861,-10.3781447,-10.18235278,-10.40756564,-10.04610555,-9.708642079,-9.294107754,-8.620553139,-12.32590386,-10.15864372,-11.95246925,-8.627616055,-12.42942099,-9.700430208,-11.87773498,-10.52058094,-12.30477172
hsa-miR-217(1),-13.60964047,-7.919408477,-15.95887592,-6.973302609,-4.965088577,-8.242753534,-6.428460631,-14.91810631,-13.79816944,-5.853838804,-18.02467797,-6.547303938,-16.97737226,-6.689122068,-15.40174762,-29.89735285,-7.013446245,-14.96809445,-12.23673712,-8.05803679,-9.555398673,-13.77776323,-17.35625624,-17.53650577,-10.99606462
hsa-miR-23a(1),-9.376835839,-7.639250963,-8.705108207,-8.013430215,-9.362268316,-8.275893852,-8.396753101,-9.137924621,-7.707032316,-8.885404273,-8.348540351,-7.919540854,-7.742624966,-8.34478741,-6.860339189,-10.9408746,-9.626734719,-7.935330959,-7.444313116,-9.912721618,-9.77898964,-7.524264685,-7.470845968,-7.809468899,-8.7902616
hsa-miR-135a(2),-11.7737164,-15.89594466,-6.941859911,-8.800243395,-11.53936279,-13.86332771,-8.818335603,-29.89735285,-10.83199457,-15.77776323,-10.74066486,-11.68389735,-12.8893839,-13.40957561,-14.15020886,-13.19319253,-12.26884323,-10.96599782,-14.23947619,-8.68753482,-8.623475888,-16.68820414,-15.87845723,-16.0440433,-12.19749577
hsa-miR-874(1),-9.673487834,-10.72866115,-7.44294235,-9.340166842,-13.94743497,-9.813311382,-12.85679556,-9.561732429,-9.823632287,-11.02128862,-8.816035865,-11.47530863,-9.06695061,-11.82412131,-10.04504433,-11.26255953,-9.959875581,-8.727593577,-10.2680496,-10.81502446,-9.877775699,-10.69287007,-10.76863853,-9.010623274,-8.72657446
hsa-miR-33b(1),-16.09362533,-17.37085361,-29.89735285,-16.72993471,-16.88019647,-16.80724043,-13.34810966,-11.59735787,-11.40028069,-13.36171296,-10.29927127,-9.937345264,-11.62811657,-11.63649303,-9.41589928,-11.36184205,-14.76164357,-8.648585586,-10.47432725,-12.47351473,-15.56000971,-12.46521063,-12.73729434,-11.18946465,-14.09362533
hsa-miR-16(2),-9.361020254,-7.165528164,-8.92025674,-7.366595054,-7.462297139,-6.99490082,-8.506736736,-8.395722158,-8.523550438,-8.823298305,-8.678465665,-9.239111729,-9.118862586,-9.690263443,-10.23482703,-7.344460763,-10.54845184,-7.786089167,-11.37600929,-6.638201247,-10.59286784,-8.301640995,-10.27094687,-9.284440274,-10.73395132
hsa-miR-135b(1),-17.77776323,-15.63878682,-17.27850855,-17.3156815,-14.44936564,-18.12834153,-18.3856002,-29.89735285,-29.89735285,-15.03917754,-16.89594466,-17.17668107,-29.89735285,-13.08715781,-19.12421365,-18.12009754,-15.81886844,-29.89735285,-10.3438848,-14.35565121,-15.87845723,-18.42567764,-19.52014232,-20.99648605,-20.458561
hsa-miR-324-5p(1),-9.832343071,-11.16808728,-8.090456363,-9.469664562,-12.91960338,-8.488444748,-9.520158213,-9.671357035,-11.7664053,-11.74643049,-10.26476938,-12.47531273,-10.17594321,-13.08715781,-10.85842851,-11.39651486,-11.44837353,-10.47414459,-11.1056812,-11.39774829,-11.93741882,-11.29413945,-10.79048581,-10.64367384,-11.59231091
hsa-miR-181c(1),-12.80355362,-12.33273443,-9.881204281,-11.20663186,-11.80888032,-9.98366138,-13.25035827,-12.91927926,-9.73469846,-12.00358325,-9.961419528,-11.78343268,-9.982490387,-12.13606135,-10.72677492,-12.86180197,-14.51878704,-11.50656673,-10.8643628,-14.01748247,-12.92343132,-11.18457063,-11.25139896,-11.28773763,-12.36156111
hsa-miR-32(1),-15.51878704,-14.24787212,-14.57753963,-14.24506804,-13.37085361,-15.22007366,-13.07207105,-12.33432048,-11.04880632,-9.64003868,-9.67179118,-10.09893326,-10.16948889,-9.844296686,-10.08114729,-8.93389651,-11.66950192,-9.506566725,-10.90950597,-9.752908697,-12.10880656,-9.941868957,-11.74383546,-10.13650948,-13.24042528
hsa-miR-216a(1),-17.62414004,-9.82176925,-17.69278171,-9.055882179,-7.776829241,-9.008707695,-8.405593197,-29.89735285,-15.94061371,-8.814243649,-29.89735285,-8.867410545,-29.89735285,-9.039847131,-18.00556915,-19.93156857,-8.230856638,-14.96809445,-15.06367211,-9.765841249,-11.53001489,-14.92257979,-19.52014232,-18.41051783,-13.51709473
hsa-miR-374a(1),-11.99339454,-11.0636999,-12.30052979,-11.11744758,-10.72862443,-11.75890605,-10.65337236,-9.874890215,-9.403391889,-9.753807709,-9.280865033,-10.17574963,-9.748024987,-10.21268469,-9.844205182,-8.297060154,-9.987010228,-9.943630983,-11.35184157,-8.432841504,-11.04244491,-9.593610003,-12.31574033,-10.50546948,-10.49308441
hsa-miR-98(1),-9.414999828,-9.060359442,-8.61789303,-9.717817895,-10.96956043,-10.73053024,-8.94028483,-10.70983163,-10.66782285,-11.82197817,-11.08815938,-11.86831911,-10.8498295,-11.88635497,-10.47478706,-9.145966526,-9.49429921,-11.03999749,-13.0270363,-9.760574466,-11.26037075,-10.91987447,-11.2224882,-10.40665472,-10.3955351
hsa-miR-186(1),-9.714014301,-9.503378012,-9.075684737,-8.820899307,-9.308677558,-10.43959525,-9.151627657,-10.39572167,-10.25825949,-9.553783245,-10.10439261,-10.90896218,-10.95447472,-10.53461279,-12.02249154,-8.501893505,-10.50753039,-9.836714967,-9.416790419,-9.190775897,-10.25364989,-10.25742575,-11.31087587,-10.76559886,-10.1523893
hsa-miR-454(1),-13.33463343,-12.93121921,-11.7542487,-12.31515206,-12.84307711,-13.63694782,-11.30749327,-13.33463343,-13.86547938,-15.03917754,-14.23112885,-15.58816075,-15.17134762,-14.18740747,-14.61687204,-12.98537578,-14.48531234,-14.38005255,-15.99610882,-11.90753707,-15.01509192,-12.80495701,-15.03432814,-13.4655941,-16.20910254
hsa-miR-145(1),-9.415926874,-6.929873096,-10.09541404,-7.518790748,-9.801104829,-7.481685348,-8.023773567,-9.919284843,-8.255444878,-9.746428013,-10.22620747,-7.566570799,-11.51741189,-9.206140958,-8.44839318,-10.30951126,-9.153629472,-9.699211204,-8.550663292,-8.068012968,-8.213746942,-7.449951756,-11.33537136,-10.07646806,-10.28841226
hsa-miR-199b-5p(1),-13.39862828,-10.23696866,-16.69278171,-11.08375953,-10.65610051,-14.89594466,-14.07857098,-11.91928484,-9.316713359,-9.571082478,-11.14234143,-8.622427064,-12.11886499,-9.034041479,-7.408736966,-13.24371003,-11.98983427,-10.96599782,-8.138549772,-10.14125266,-11.27642786,-10.19574688,-14.55652914,-12.28488027,-10.31365854
hsa-miR-26b(1),-8.244931045,-7.798232062,-7.75473657,-7.39207409,-6.818336254,-8.030794574,-6.931197729,-8.280196614,-7.676117996,-8.699359925,-8.680824264,-9.014214393,-8.877942658,-7.809986812,-8.224611584,-7.40266033,-7.167060807,-8.503863935,-9.278637575,-7.346075722,-8.674531424,-8.100280329,-8.528133069,-8.303732407,-8.723048261
hsa-miR-29b(2),-7.854505865,-7.531201423,-6.883881768,-6.551886153,-8.157422713,-9.244919228,-6.067099563,-5.746006824,-7.460598365,-7.32268542,-6.171619131,-7.452942013,-6.715336232,-7.262724793,-8.060992316,-5.518864501,-8.189858486,-6.487552131,-9.144593288,-6.74390643,-7.857298635,-6.048480191,-7.921722461,-6.943743401,-8.929837388
hsa-miR-197(1),-13.02398084,-12.65386272,-12.43232061,-12.31515206,-12.46990087,-12.46425648,-13.34510404,-12.91927926,-11.7664053,-11.63321726,-10.76104758,-11.62116028,-11.67306378,-10.74611577,-11.19571135,-12.63327684,-13.32423826,-11.10801663,-8.392553259,-11.06734527,-13.44936564,-11.96878243,-12.92528177,-11.95515911,-13.11973794
hsa-miR-330(1),-11.43749703,-13.14989412,-11.3120235,-12.99322396,-14.34060733,-10.83957525,-10.30156361,-11.11192912,-13.08833842,-12.45424743,-11.5742761,-13.26886459,-11.84756279,-14.67229608,-13.76968089,-13.44453249,-12.79519259,-14.38005255,-13.58461168,-13.72016693,-12.29731656,-14.8483552,-11.49452814,-13.10199804,-12.20692512
hsa-let-7e(1),-7.245079423,-7.529731211,-6.53547171,-6.780641964,-8.771607697,-7.167962794,-7.735439838,-8.401221248,-9.281981849,-9.621154598,-9.695384518,-9.814858132,-8.337394215,-9.487597312,-10.02320748,-9.286575803,-8.28047471,-8.970739787,-11.0395328,-9.071831137,-8.93491855,-9.281489769,-9.017708285,-8.443988264,-9.116653705
hsa-miR-106b(1),-10.42989258,-9.474028654,-8.245762857,-9.58270987,-10.17006388,-10.16622113,-9.831433212,-9.086394535,-8.939717265,-8.88135803,-8.372308123,-8.876541069,-7.933132571,-8.941475954,-8.242664387,-7.872401921,-8.967450116,-9.276000281,-9.353041143,-8.938439114,-10.09046344,-8.663129497,-9.647528768,-9.753647041,-10.13597206
hsa-miR-124(3),-16.11394531,-18.3806679,-9.512936914,-10.96465654,-18.59814484,-18.54200176,-10.88005508,-29.89735285,-17.25124421,-29.89735285,-21.03937186,-17.18956236,-29.89735285,-15.98671012,-20.12091982,-29.89735285,-20.22492751,-29.89735285,-10.77814067,-29.89735285,-20.19691314,-22.61195064,-20.53980085,-19.41555342,-15.32868416
hsa-miR-671-5p(1),-11.1836408,-13.8741183,-10.98318674,-12.04462829,-14.25349666,-11.02368346,-13.9383471,-29.89735285,-14.44936564,-14.77776323,-14.8741183,-29.89735285,-14.16868828,-29.89735285,-16.12421365,-12.97370039,-14.62050147,-13.64431793,-16.58107132,-14.40800661,-13.27939761,-16.48531234,-18.20473735,-16.99610882,-12.10203609
hsa-miR-383(1),-19.32749725,-21.8861256,-14.69125424,-18.63878682,-19.93156857,-20.12916853,-29.89735285,-14.91810631,-29.89735285,-29.89735285,-29.89735285,-29.89735285,-17.97551192,-16.99422418,-16.8475043,-9.709332744,-23.9246602,-29.89735285,-29.89735285,-29.89735285,-29.89735285,-21.59357211,-29.89735285,-29.89735285,-20.458561
hsa-let-7f(2),-6.069501875,-4.863940565,-5.275171025,-5.742696266,-5.402605832,-6.230605709,-5.788588499,-7.234605606,-7.063589312,-7.651709339,-6.743142762,-7.321192623,-6.244006218,-6.717151693,-6.366232965,-5.631864996,-5.036451207,-7.037213278,-9.033273286,-5.725632401,-6.580920359,-7.088332333,-7.413049658,-7.180336054,-6.760387236
hsa-miR-223(1),-10.95032953,-11.8322681,-12.93796213,-9.802611484,-10.75906355,-8.816710309,-12.31138541,-29.89735285,-14.35262986,-13.36171296,-13.4787096,-14.36780029,-14.97737226,-12.18668765,-10.83743545,-16.40800661,-15.02949499,-13.96578428,-11.28625599,-11.59391099,-12.15435929,-12.76318728,-17.2025597,-12.98559808,-14.8741183
