Embryological_type,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut,Non-midgut
hsa-miR-425(1),-12.57464128,-14.16868828,-14.5154044,-12.00885336,-13.69125424,-11.0767999,-12.53691724,-13.17471873,-12.68140282,-11.70872538,-10.67281882,-9.978608969,-11.331507,-11.09285626,-11.32961954,-10.71992845,-11.43071474,-10.57167189,-13.54959309,-13.52217763,-10.50374244,-11.58990298,-10.64932107,-9.322771337,-9.817425421,-11.60638006,-10.03910316,-12.54873707,-10.02820787,-10.54007148,-10.56335242,-11.29556031,-10.25974801,-9.802091059,-11.12229562,-11.29413945,-11.33787493,-11.45355133,-10.59735563,-10.93890492,-12.32751949,-12.00358325,-11.14897326,-11.94964744,-10.6872642,-11.56473932,-10.44927689,-11.19153825,-12.69680861,-10.53973427,-9.909504587,-11.95428292,-10.62892736,-11.02843688,-10.28601461,-12.13316157,-11.69910927
hsa-miR-27b(1),-7.435266516,-6.183364816,-10.76047686,-7.054901989,-7.068630036,-6.809200466,-5.686244422,-6.721148502,-7.561411647,-7.220916657,-6.441979349,-6.196054642,-10.05572862,-5.712321683,-5.902539446,-8.939881631,-5.947137382,-6.922813627,-7.890570006,-7.556556569,-5.728224237,-5.756312047,-7.782156763,-5.092179879,-5.263284261,-5.532394404,-5.508075157,-6.350193547,-5.915116212,-5.599465218,-6.01046897,-5.95506262,-7.426850862,-7.817236686,-7.025238442,-6.049004611,-7.535599656,-6.450316305,-6.141207039,-8.36904851,-5.304609096,-4.02407362,-4.946671176,-5.262300475,-5.697633862,-5.51671351,-5.89389825,-6.901356312,-6.300714473,-5.387625502,-4.506894467,-7.43550175,-6.544996317,-5.763059484,-8.09218603,-7.729332078,-7.752171043
hsa-miR-15b(1),-11.63241093,-15.0440433,-15.68364106,-13.83986874,-13.60783823,-11.35243746,-11.7686335,-14.20637275,-15.43971547,-13.54269023,-11.7471742,-11.57641131,-12.72884722,-11.54235456,-11.62009724,-12.17149403,-11.61109292,-12.54943741,-13.75564483,-14.29349473,-11.91878203,-12.07592763,-11.49731983,-9.906825041,-11.12689866,-10.72449566,-11.7950798,-13.08715781,-14.63878682,-11.83854194,-11.56335024,-11.40980718,-12.11685153,-11.96200937,-14.08357166,-11.14313407,-11.64273017,-11.47607695,-13.92034131,-29.89735285,-12.40028069,-12.38385656,-12.51769528,-11.94964744,-13.68744263,-10.14710876,-11.07749498,-11.75525078,-12.74290061,-11.05910607,-13.08561442,-11.64157738,-11.68105696,-12.53379127,-12.22039032,-13.81470481,-15.19280073
hsa-miR-339-5p(1),-11.03299741,-12.17664099,-9.254836605,-12.16113592,-10.99493946,-9.66962646,-10.88288009,-11.88890782,-10.48286168,-10.14090403,-10.51483437,-10.45584122,-10.65176765,-10.84031568,-10.40528648,-9.662478133,-11.0229748,-9.901015915,-9.769172205,-11.23598182,-10.38826603,-10.40162662,-9.622848436,-9.95666217,-10.72778256,-10.25974448,-10.02608679,-10.62149662,-9.480099856,-11.07212386,-9.978389194,-9.003113114,-9.825891801,-10.62313169,-11.36826932,-11.86968979,-11.0521201,-10.47711093,-9.218844695,-9.742507556,-9.618015461,-10.13231933,-7.929185654,-10.39413077,-7.401862534,-8.743065645,-9.856863789,-11.87470871,-10.17364025,-10.15864372,-9.440803916,-11.65778695,-10.57735225,-9.641384951,-9.871407669,-10.93602752,-10.13567989
hsa-miR-95(1),-11.29569449,-12.5172385,-15.68364106,-13.8483552,-13.73582728,-14.01509192,-12.27148708,-12.04376307,-11.02868702,-13.32275933,-9.58193459,-10.05164842,-13.7636487,-9.700624672,-8.704677163,-11.9543917,-9.661760454,-9.611574756,-11.13374495,-11.37644648,-10.46421572,-10.10320673,-12.81924375,-10.86649716,-10.17308716,-10.48060686,-10.43251,-13.30951675,-11.50246735,-10.73842765,-11.92592157,-11.8920463,-8.436559525,-9.577266286,-10.65608188,-10.5129717,-10.63708337,-11.52434755,-12.33432048,-12.20194103,-9.596481972,-12.27367851,-10.07129321,-12.47048208,-11.02429932,-11.30795407,-11.81674349,-9.990849753,-13.51709473,-10.15864372,-10.84736874,-10.53850638,-10.22608478,-11.93538888,-11.68167293,-11.94388958,-11.21368312
hsa-miR-320(1),-8.287348596,-10.48880957,-7.117333401,-6.917219902,-7.88075979,-7.420454153,-9.170705607,-8.537160004,-8.461128302,-7.312625874,-7.147844692,-7.065522787,-4.506726044,-8.059201112,-8.466219503,-4.186793847,-7.479026413,-5.984424332,-6.402425021,-6.891200413,-7.983670144,-9.69693433,-8.118806441,-9.227413325,-9.768317671,-11.01429794,-8.493911154,-7.914374593,-7.190409621,-8.85781326,-6.802539173,-9.867467145,-6.503931496,-5.096688906,-6.465018299,-8.536180103,-6.332874329,-8.019087107,-7.435468535,-6.716511744,-9.711365601,-9.19623087,-9.208905315,-9.645315781,-7.127569075,-9.977282093,-9.035936489,-8.401485143,-9.32757418,-7.671377328,-9.385790315,-8.49444957,-9.071800082,-8.587112864,-9.654190495,-7.066735911,-6.814837342
hsa-let-7g(1),-7.475681437,-9.475386672,-10.80264627,-8.430960686,-8.916562687,-7.744435825,-7.424194364,-8.068980026,-7.932657694,-8.393249636,-6.529429193,-6.337860929,-9.622176347,-6.274378874,-6.16002597,-8.697782944,-6.479829553,-7.01140481,-8.441121784,-8.19322462,-8.075615457,-7.182981758,-9.029169335,-7.203977565,-7.843473362,-7.454597879,-7.779013722,-8.317462888,-7.289031922,-7.971318605,-8.7164682,-7.645994405,-6.393404256,-6.12864726,-7.044444314,-6.438651627,-6.243588026,-6.567795181,-7.895030894,-9.089238656,-8.534036181,-9.081899194,-8.71442754,-7.425460619,-8.796494209,-6.950454252,-7.554054075,-6.320862049,-7.520427041,-7.726017825,-8.072351397,-7.925052435,-7.777722392,-8.85308215,-7.998131662,-8.545107327,-9.081549769
hsa-miR-7(3),-2.051999863,-6.349399649,-3.270141976,-7.03161392,-8.099773251,-7.942151716,-7.628468525,-3.461444117,-2.169424702,-6.71640084,-3.841003889,-4.215732965,-5.430417636,-4.452957464,-3.1840566,-5.535301424,-4.142437223,-3.595757688,-5.242874864,-3.757533926,-4.919611545,-6.5155092,-6.059934825,-4.68468894,-5.942006605,-6.088841689,-5.72767163,-4.964763714,-3.595627835,-5.280444768,-5.540983635,-5.990700669,-3.740050082,-2.065166928,-2.8513705,-3.617702762,-3.38027081,-7.553448235,-3.776066825,-3.893149064,-5.729075852,-5.632473409,-3.291128507,-7.640897085,-5.485941368,-4.182458259,-5.257511119,-4.579146031,-9.197505089,-5.534490147,-6.418279424,-5.422223011,-4.399969685,-8.507380756,-5.50312955,-4.850671199,-5.463471952
hsa-miR-374a(1),-9.089480701,-10.32680965,-13.43811337,-11.38223824,-11.68112328,-11.35243746,-10.32135206,-10.08553604,-9.329519295,-12.09935577,-10.26363565,-10.21200006,-13.95658046,-9.494219093,-8.849943998,-12.27367137,-10.70267294,-11.19949275,-11.34714718,-10.99518975,-9.503743487,-10.42195981,-12.59685729,-8.726255484,-9.859749599,-10.14818886,-9.461423219,-10.39201423,-10.60434604,-9.899152226,-10.64581266,-9.557283274,-9.611722613,-11.04986725,-11.99339454,-11.0636999,-11.11744758,-10.72862443,-9.874890215,-10.93890492,-9.403391889,-9.753807709,-9.280865033,-10.21268469,-11.95029813,-9.181065903,-9.844205182,-9.633614867,-11.10882249,-9.943630983,-11.35184157,-9.397143117,-8.432841504,-9.593610003,-10.50546948,-10.49308441,-10.63637361
hsa-miR-146a(1),-11.1583766,-13.55305695,-12.9848494,-10.4555049,-12.19724507,-10.09256797,-8.113836602,-12.02925376,-13.33016918,-9.710145784,-10.80316174,-10.61918702,-11.69407655,-11.29965307,-12.08654904,-11.21530812,-11.41836999,-11.32704499,-10.316121,-12.77245409,-12.42574114,-14.18471839,-12.40420886,-13.79816944,-13.94288388,-14.59886064,-12.2805097,-12.11315256,-11.37693751,-13.51709473,-10.11856664,-13.21894528,-11.27525097,-11.37372199,-10.84999459,-10.78951003,-9.721204059,-11.1981566,-12.33432048,-11.35394337,-11.05858902,-12.19121437,-12.81847238,-11.67211717,-11.57178827,-13.38005255,-12.9078253,-10.23916578,-13.30221195,-11.83671497,-10.90598325,-11.15991074,-10.17679462,-11.2273502,-13.39396188,-11.83205769,-13.73189622
hsa-miR-324-3p(1),-12.40745787,-11.33690806,-12.64089536,-12.87112121,-12.13649649,-11.35243746,-11.7707492,-13.00656609,-12.70045301,-11.5810669,-11.17678794,-10.7682686,-11.27903905,-12.0143815,-12.17837857,-10.41980603,-11.65796876,-10.72936637,-12.13374495,-11.98331816,-11.76677726,-11.70736426,-11.49731983,-10.84126557,-11.21395383,-10.82003902,-11.39856207,-12.28965411,-10.31804244,-11.67205126,-10.34095907,-11.32537436,-11.69981938,-11.34151678,-11.77822935,-13.10212489,-11.19000046,-13.7757384,-11.59735787,-11.71651129,-11.734696,-12.96882291,-11.17061914,-12.53461279,-9.657517782,-9.980683201,-10.90054839,-12.96941289,-12.66096488,-10.26555766,-11.44080592,-13.03509084,-12.37335452,-11.4905458,-11.20891812,-12.0417361,-10.83341012
hsa-miR-106b(1),-8.643340951,-10.20277222,-13.5970718,-10.07632943,-11.20502682,-9.534273643,-9.160103035,-10.30249068,-7.576589483,-10.4085438,-9.883641717,-9.04279108,-12.72884722,-9.146486427,-8.881869741,-11.61559032,-10.33717678,-10.12931556,-11.06335408,-10.21987063,-8.395218377,-9.298881386,-11.0822792,-7.644978177,-8.979543024,-9.000693029,-8.618627771,-8.900160277,-8.532492561,-9.059458567,-8.978389194,-8.932580501,-8.706406933,-9.163618371,-10.42989258,-9.474028654,-9.58270987,-10.17006388,-9.086394535,-8.969277669,-8.939717265,-8.88135803,-8.372308123,-8.941475954,-10.62837004,-8.41454342,-8.242664387,-10.01302133,-9.384210323,-9.276000281,-9.353041143,-9.061933088,-8.938439114,-8.663129497,-9.753647041,-10.13597206,-9.636373613
hsa-miR-101(2),-5.742142103,-6.150799272,-9.363361612,-5.414046189,-6.511802168,-6.047694253,-5.611380647,-5.801638578,-4.912897626,-6.659691089,-8.145904412,-7.813969619,-11.72884232,-6.19219235,-6.192662278,-10.61559258,-7.700275376,-8.464971526,-5.56047553,-6.880699436,-5.625862541,-5.489188542,-7.53384394,-5.633117162,-5.51264524,-5.761313771,-5.533465483,-6.635163073,-6.856645412,-5.919209236,-6.490102467,-7.382126811,-7.779601966,-7.924526581,-10.32248959,-8.111920342,-8.839421268,-7.8232506,-5.17781723,-6.02601487,-5.422406878,-5.412040793,-4.986034522,-5.390881098,-7.401862534,-4.743420898,-5.393933003,-7.509594763,-6.408964603,-6.153820931,-6.947252655,-4.999945617,-5.732842383,-6.485618965,-6.505218236,-6.061514271,-6.534537892
hsa-miR-454(1),-13.49360848,-17.14288286,-29.89735285,-17.84071514,-18.73622097,-15.60244497,-15.23112885,-14.52898281,-13.47541953,-16.11394531,-12.35008174,-12.05742327,-15.08858974,-12.79733736,-11.13239382,-13.51878704,-13.35716426,-12.39201423,-29.89735285,-15.00556915,-14.08858974,-13.74570202,-29.89735285,-12.97551192,-13.34210468,-14.04160837,-13.40957561,-13.77979091,-13.67606784,-13.12954342,-29.89735285,-13.47706363,-11.63439091,-11.74052416,-13.33463343,-12.93121921,-12.31515206,-12.84307711,-13.33463343,-15.52557621,-13.86547938,-15.03917754,-14.23112885,-14.18740747,-29.89735285,-14.16868828,-14.61687204,-12.99734696,-16.00556915,-14.38005255,-15.99610882,-13.09922283,-11.90753707,-12.80495701,-13.4655941,-16.20910254,-14.60603824
hsa-let-7c(1),-8.026438083,-8.800503251,-11.48326226,-8.369136279,-7.772246545,-7.610713314,-6.741207886,-8.112171412,-9.998848889,-8.416383719,-9.601392271,-8.716149631,-11.50188566,-8.768790182,-9.952577891,-11.20025972,-9.665293855,-9.653097041,-11.25678663,-10.66248632,-9.408943885,-9.251454351,-11.16771552,-10.51404724,-9.524998949,-9.532356879,-9.946960707,-9.308725133,-9.352406339,-9.129629883,-10.04957977,-10.46265133,-8.723290309,-11.05121058,-9.526719718,-8.052820625,-6.841544501,-8.592700178,-9.606401431,-10.5216134,-8.622215572,-9.540448522,-11.01130207,-8.043633639,-9.463585074,-9.04293794,-8.429710988,-7.370493559,-9.400908637,-10.92598332,-9.953229913,-10.39982063,-11.35810315,-9.044791342,-11.41556525,-9.352242259,-11.1400247
hsa-miR-33b(1),-14.54959309,-14.47541953,-29.89735285,-17.2069183,-16.15546458,-14.01509192,-15.07358757,-14.82304411,-15.05382432,-14.50866283,-15.21457767,-14.68364106,-17.0855768,-14.83986874,-11.66505842,-17.04209503,-14.60244497,-13.76565663,-12.09812183,-16.4333177,-10.20606257,-12.40358339,-9.316745559,-9.852337146,-11.26317638,-12.73883192,-11.01318532,-12.52527851,-10.03412089,-11.88111041,-9.37572462,-12.12272663,-15.09362533,-15.37085361,-16.09362533,-17.37085361,-16.72993471,-16.88019647,-11.59735787,-10.71651129,-11.40028069,-13.36171296,-10.29927127,-11.63649303,-9.142944027,-14.73779683,-9.41589928,-15.88717445,-13.05549371,-8.648585586,-10.47432725,-12.5429571,-12.47351473,-12.46521063,-11.18946465,-14.09362533,-9.135680703
hsa-miR-497(1),-9.526226037,-8.171802696,-15.09867856,-9.975023974,-8.202103744,-7.669625873,-6.90592737,-9.496980996,-11.4685061,-10.98316337,-9.104661836,-8.137731603,-13.38621792,-8.791505074,-9.993035762,-12.99746493,-9.541181398,-10.04913338,-10.71420455,-10.53814593,-8.847119572,-9.978955438,-10.64932107,-8.376034218,-8.803561356,-8.449603187,-8.280507458,-9.560613134,-9.474059434,-8.620708733,-10.20971404,-8.73428982,-9.41395626,-11.24402842,-12.07526755,-9.07995303,-9.898991059,-9.472469998,-10.49301996,-10.16631397,-8.172123912,-8.939073445,-9.891705006,-8.297076036,-8.733068277,-7.879823646,-8.083777531,-9.462975071,-8.652688225,-9.381035319,-8.913921506,-10.06720133,-9.108851963,-8.080824612,-10.84200156,-10.99811101,-11.28407057
hsa-miR-324-5p(1),-12.05172192,-11.8038476,-15.09867856,-13.12221844,-12.37885337,-12.60036497,-12.16756617,-12.74511753,-11.55036741,-11.84566065,-9.887499639,-9.309697098,-11.2037536,-10.24585614,-10.80390176,-10.01948911,-10.16104837,-9.089490132,-11.30592547,-11.55298759,-10.46421572,-10.78339963,-10.49731774,-10.07370884,-11.48324987,-10.13971055,-10.75157988,-11.63398736,-10.00189739,-11.86006867,-9.875295299,-10.2727894,-10.15321049,-9.431718697,-9.832343071,-11.16808728,-9.469664562,-12.91960338,-9.671357035,-10.56967084,-11.7664053,-11.74643049,-10.26476938,-13.08715781,-11.36533563,-9.069742665,-10.85842851,-10.7834988,-14.54959309,-10.47414459,-11.1056812,-13.26587735,-11.39774829,-11.29413945,-10.64367384,-11.59231091,-11.57625271
hsa-miR-642-5p(1),-14.44614174,-18.14079653,-14.10121182,-18.84071514,-16.73622097,-15.60244497,-17.01509192,-16.12421365,-14.30512943,-14.41114632,-13.23360019,-13.49527345,-14.91810631,-14.17668107,-13.04897443,-10.55000399,-13.70853223,-10.58552695,-29.89735285,-16.7127874,-15.67606784,-14.53582024,-14.40487372,-13.26315156,-15.32868416,-15.25914323,-15.24226941,-13.62231961,-13.20701379,-15.88717445,-13.73386041,-14.29639462,-13.22622648,-15.72993471,-13.13337545,-16.40800661,-15.63878682,-18.11599314,-29.89735285,-15.52557621,-16.25349666,-29.89735285,-14.70274988,-16.99422418,-13.27222908,-22.61195064,-14.01987699,-14.50530381,-15.83564415,-12.05910915,-14.72601966,-14.04648234,-13.00979903,-15.94971592,-12.3638254,-14.52898281,-12.23676497
hsa-miR-140(1),-8.598223668,-10.08443134,-12.93039686,-8.393574177,-9.512404726,-8.157419829,-8.045305371,-9.897120352,-8.922146511,-8.935858647,-9.59054574,-7.615810746,-9.998933031,-8.815703636,-9.728924342,-9.554017473,-9.341352065,-9.993812239,-9.554805018,-10.137949,-9.684983529,-9.175424266,-11.15628094,-9.408061499,-9.529222641,-9.296574245,-9.257506097,-9.590733729,-9.007702588,-9.124049421,-9.447874701,-10.06011145,-7.99845924,-9.636276021,-10.00634647,-8.663603879,-7.966426788,-9.528086734,-8.526966622,-10.09760168,-7.614403869,-9.768681321,-9.426971017,-9.627721623,-8.845962669,-7.996659588,-8.144198143,-8.780813439,-9.037428365,-9.145819419,-9.891975017,-10.11281066,-9.440885131,-10.7988555,-9.595407941,-10.2164165,-10.92417682
hsa-miR-483-3p(1),-29.89735285,-19.14079653,-16.68516048,-17.25349666,-29.89735285,-14.59886064,-16.93698885,-16.83059092,-29.89735285,-15.08357166,-16.05382432,-19.02083591,-29.89735285,-20.74506801,-19.16603382,-13.95428865,-19.82053726,-18.54200176,-29.89735285,-29.89735285,-29.89735285,-18.51472883,-29.89735285,-19.40549976,-18.48796192,-29.89735285,-18.41051783,-29.89735285,-17.37575241,-19.42567764,-29.89735285,-17.49327572,-17.47739268,-21.01165648,-13.17853907,-13.0633016,-13.40800661,-16.6775793,-29.89735285,-29.89735285,-29.89735285,-16.3586789,-21.02698813,-16.99422418,-29.89735285,-17.48531234,-16.8475043,-16.72993471,-14.80228555,-29.89735285,-19.58674007,-29.89735285,-18.14497221,-29.89735285,-19.41555342,-29.89735285,-29.89735285
hsa-miR-708(1),-14.00083123,-17.36597139,-16.68516048,-13.75964121,-13.87845723,-13.60065169,-12.89897177,-14.74174401,-14.30512943,-14.81470481,-10.35604823,-11.55992259,-14.62778782,-10.46609195,-11.92334166,-13.13497082,-10.82010422,-10.99921207,-14.64987032,-14.10629174,-11.81568738,-13.33463343,-13.81886844,-10.02528524,-12.63459732,-12.91570754,-11.29085004,-11.73800871,-12.19371284,-14.56699614,-12.14831492,-11.37995258,-10.75649813,-16.98296772,-13.00578272,-13.53925115,-12.23620106,-13.75564483,-11.21884555,-12.35394337,-12.50337592,-11.31674464,-10.73547058,-13.29349473,-12.27222908,-12.01281264,-11.75663789,-11.29240516,-14.05627997,-11.57368232,-9.675568692,-14.59886064,-14.72993471,-12.54056563,-15.24226941,-14.65358382,-14.38313194
hsa-miR-214-3p(1),-13.57050208,-13.98905406,-17.68668151,-14.16073952,-13.73582728,-12.60036497,-11.74143278,-13.52217763,-15.57401656,-14.43012942,-12.70709412,-11.91781601,-18.08758473,-13.22214007,-13.66665688,-15.23668838,-13.9937534,-13.87628613,-29.89735285,-15.28195311,-13.21423487,-12.80735418,-29.89735285,-12.68877555,-12.99976734,-13.27552991,-12.38742325,-12.47947562,-13.15454345,-12.27939761,-29.89735285,-14.37697972,-12.54256112,-16.69125424,-14.66478203,-11.84867974,-11.86889636,-13.13732168,-29.89735285,-12.35394337,-12.06843542,-12.361136,-13.87628613,-11.03984865,-13.27222908,-13.71046484,-11.83357861,-11.72260756,-16.55305695,-14.38005255,-12.03857048,-14.46233378,-14.27050309,-13.13711371,-16.13455559,-15.32868416,-16.18740747
hsa-let-7f(2),-5.721247593,-6.835430938,-8.696888829,-7.057936057,-8.295205416,-7.937445699,-6.974686614,-6.465253336,-6.420905265,-8.33884619,-5.592238729,-5.514893668,-9.20430241,-5.195129799,-5.081353695,-7.941694079,-5.741464423,-6.359550777,-7.126413985,-6.2554052,-7.501715697,-6.628744609,-8.789498537,-6.794109394,-7.265677535,-6.028815494,-7.292433199,-7.113515117,-6.643938281,-6.854462292,-8.875295299,-7.070039809,-5.060868551,-4.746185886,-6.069501875,-4.863940565,-5.742696266,-5.402605832,-7.234605606,-8.100456522,-7.063589312,-7.651709339,-6.743142762,-6.717151693,-8.294947574,-5.522659319,-6.366232965,-4.893762844,-7.171097269,-7.037213278,-9.033273286,-6.034912523,-5.725632401,-7.088332333,-7.180336054,-6.760387236,-8.36778647
hsa-let-7e(1),-8.744319196,-10.48705472,-11.19343577,-9.536059068,-9.843408417,-9.858895977,-9.302941678,-8.899409856,-9.043576539,-9.486372622,-7.049370891,-7.266629359,-10.39207239,-7.68459051,-7.983625228,-9.193609774,-7.572862431,-7.653925189,-9.163028578,-8.845012338,-8.721800867,-9.070479336,-10.26465756,-9.550486402,-9.644812148,-9.60030898,-9.185716125,-8.978037041,-8.097380397,-8.45841738,-9.172561748,-9.587905366,-6.763031044,-7.74590052,-7.245079423,-7.529731211,-6.780641964,-8.771607697,-8.401221248,-9.227776576,-9.281981849,-9.621154598,-9.695384518,-9.487597312,-10.43933682,-7.666485402,-10.02320748,-6.96655507,-11.02043728,-8.970739787,-11.0395328,-9.476118047,-9.071831137,-9.281489769,-8.443988264,-9.116653705,-9.359021809
hsa-miR-33a(1),-12.17507229,-11.28577326,-14.36475342,-13.12496095,-12.36136372,-10.20804584,-11.49962809,-12.19414544,-13.83564415,-11.62059232,-13.20785985,-13.98203364,-15.76164357,-12.35983868,-10.8354517,-14.34060733,-12.86456453,-13.24916382,-10.93210968,-13.03631443,-10.02261609,-10.65440673,-10.49731774,-10.67215013,-8.673729955,-10.17898387,-10.40136124,-11.23154854,-10.11015012,-10.43672298,-10.73327579,-10.75049087,-13.73189622,-13.72601966,-15.16073952,-13.85903397,-14.2283571,-14.23112885,-10.91928484,-12.35394337,-11.68840411,-10.91819564,-10.10737194,-10.61900322,-11.1023025,-8.693860863,-10.15786888,-13.64431793,-11.14860311,-10.55660736,-8.928144123,-11.76293656,-11.16866171,-10.54447103,-10.19188245,-11.10093928,-10.5185373
hsa-miR-362-5p(1),-13.45583514,-15.16603382,-13.98436999,-13.64616635,-15.03432814,-14.59886064,-14.41744631,-14.27908207,-14.08858974,-12.94252041,-12.4440581,-13.22928504,-13.7636487,-13.39707114,-12.99498952,-13.18387236,-12.65922805,-12.19329387,-13.54959309,-13.35262986,-12.50374453,-13.74570202,-13.81886844,-14.60244497,-14.27908207,-13.58461168,-13.76565663,-14.08607852,-13.10391465,-13.39862828,-12.41135064,-13.49194543,-10.59162284,-12.72582418,-12.83938228,-14.01032268,-12.56027109,-12.80110097,-13.33463343,-12.71651129,-14.55652914,-14.36171296,-13.25069571,-13.67229608,-12.4648762,-14.17134762,-13.68934717,-11.75433343,-15.25349666,-12.79607474,-13.91364666,-13.57225825,-14.20637275,-13.26357713,-13.38931052,-15.06862132,-13.4902843
hsa-miR-144(1),-11.02288474,-9.767693765,-29.89735285,-10.39792541,-12.52695491,-7.793008451,-11.7834988,-13.75365078,-16.53925115,-12.55275353,-16.33463343,-13.73386041,-13.8377549,-12.88151316,-13.92706718,-16.0440433,-17.00937072,-17.54475762,-13.28575165,-14.01748247,-13.50362724,-13.97504721,-14.40487372,-12.1642382,-11.87065652,-10.56700927,-11.9668465,-12.95591546,-10.69043628,-10.5150328,-10.41134867,-12.12272663,-16.58107132,-14.33463343,-15.32275933,-12.85925907,-13.31538734,-12.45355133,-29.89735285,-9.166314798,-13.08833842,-9.918194247,-13.92706718,-9.79437119,-12.68726182,-9.972760686,-8.433877373,-13.33016918,-12.9328766,-9.083354868,-13.77776323,-10.55078502,-11.33858463,-13.85261723,-15.0440433,-16.87498504,-14.19010158
hsa-miR-223(1),-11.86251091,-12.3240681,-15.68364106,-8.941968999,-13.69125424,-7.978311334,-11.96279235,-13.95200047,-15.68364106,-8.39877435,-12.32431224,-13.09652877,-13.04199768,-12.1645031,-12.3100075,-10.92291586,-12.67574685,-11.99689285,-13.06335099,-14.43012942,-13.86547938,-13.81470481,-29.89735285,-13.13840098,-13.1653047,-14.15020886,-13.05224264,-15.15546458,-12.77207057,-13.23393373,-29.89735285,-13.15806008,-11.9455047,-12.93594838,-10.95032953,-11.8322681,-9.802611484,-10.75906355,-29.89735285,-11.82342575,-14.35262986,-13.36171296,-13.4787096,-12.18668765,-12.68726182,-12.00264165,-10.83743545,-11.46016973,-14.17668107,-13.96578428,-11.28625599,-13.58107132,-11.59391099,-12.76318728,-12.98559808,-14.8741183,-14.38313194
hsa-miR-199a-3p(3),-7.752590069,-8.282666821,-12.82681258,-8.266509403,-7.225647456,-5.355987607,-4.808879352,-8.36053698,-9.686732635,-7.442527209,-8.173070919,-7.836963334,-11.67717294,-7.010887274,-8.211719888,-9.423471748,-8.014112198,-8.788234466,-10.94787663,-9.881186594,-7.781884315,-6.848382465,-6.815531376,-6.357578972,-6.869149491,-6.414397839,-7.127275577,-7.085549758,-7.212025518,-6.844913326,-7.99194418,-6.883242117,-7.617568015,-11.39315845,-9.7642947,-6.645645953,-8.107647686,-7.994117503,-7.942004121,-7.501554381,-6.522708133,-6.727243652,-7.865932984,-5.300992458,-5.744750336,-6.638581253,-4.084278552,-6.233784652,-8.707622988,-8.095633445,-4.988864851,-8.401432458,-8.418869087,-7.459382406,-9.334148201,-9.058171368,-10.0615769
hsa-miR-214-5p(1),-12.91764856,-13.07326425,-29.89735285,-13.54613753,-12.29346576,-11.01539949,-11.28350944,-12.98774099,-15.07857098,-12.18171255,-14.07110231,-14.21183751,-18.08758473,-13.60603824,-14.62414004,-15.23668838,-14.08858974,-14.43012942,-14.64987032,-14.25914323,-12.15010394,-12.45943827,-13.81886844,-12.06354242,-12.32066923,-12.68849934,-12.62842713,-12.98762381,-12.09153342,-11.27403574,-13.14830837,-13.55305695,-13.80848182,-17.95337294,-14.89594466,-13.61868561,-13.72993471,-13.4333177,-29.89735285,-11.71651129,-11.53033917,-12.11321008,-13.87628613,-10.72725664,-9.748665265,-12.9106775,-9.925767203,-13.0458844,-12.95440315,-15.96809445,-10.24784054,-14.11907034,-15.20910254,-12.34418858,-14.11394531,-13.85903397,-13.60603824
hsa-miR-210(1),-12.61965681,-14.34961482,-12.8273053,-12.42981894,-12.85375946,-11.69347438,-12.15095663,-13.56000971,-12.27229331,-12.1505171,-11.37410487,-10.74789349,-12.2037502,-11.63456521,-10.88285284,-11.48727007,-11.22505528,-10.64836675,-11.01272918,-12.1300736,-9.815687384,-10.59734445,-10.45001129,-10.82640386,-11.06051658,-11.4602307,-10.53327379,-10.20335212,-9.730678544,-8.32985302,-8.755996564,-10.71497548,-7.875741158,-12.36530138,-11.74199107,-13.10321625,-10.47469262,-12.08602207,-13.33463343,-10.76897835,-5.670013808,-12.00358325,-11.63962894,-11.99404173,-9.845962005,-11.5929124,-13.2625418,-13.43811337,-13.11486648,-10.44243712,-9.522067314,-11.19583317,-11.13099218,-11.27538328,-10.35026252,-11.38277363,-10.05141111
hsa-miR-125a(1),-6.846165657,-8.115503717,-7.869906099,-7.138163187,-6.634102999,-5.913862793,-6.505043555,-6.666487161,-7.118589499,-5.798052724,-5.243722271,-5.726123438,-6.731595234,-5.909996626,-5.788183362,-4.226440646,-5.379444247,-5.424459273,-6.592260235,-6.571701122,-6.952568957,-6.637529151,-6.696849466,-6.177029677,-6.260974942,-7.117342415,-6.670431825,-7.097933474,-5.830363679,-6.1496322,-6.485348919,-7.007302189,-5.22008345,-6.421669017,-5.492992085,-5.440041995,-5.847651264,-7.012711107,-6.257506097,-5.811339685,-7.028840173,-6.478494879,-5.382873251,-7.140734233,-5.776372356,-5.330738183,-6.410111916,-6.009137847,-7.853923661,-6.689873749,-6.056845747,-6.766432313,-7.038833381,-6.436354105,-6.047358835,-6.299088128,-6.437746011
